# U4-4 frozen oracle: produced by `git check-ignore -v -z --no-index --stdin` (git 2.53.0.windows.2)
# columns: relativePath <TAB> isDirectory <TAB> verdict(ignore|keep) <TAB> source <TAB> line <TAB> pattern
# verdict = last matching pattern is not a negation; missing row = no matching pattern = keep
.gitignore	file	keep	-	0	-
Agents.md	file	keep	-	0	-
Source/PuddingCore/PuddingCore.csproj	file	keep	-	0	-
Source/PuddingCore/bin/x.txt	file	ignore	.gitignore	54	[Bb]in/
Source/PuddingCore/obj/x.txt	file	ignore	.gitignore	55	[Oo]bj/
bin/x.txt	file	ignore	.gitignore	54	[Bb]in/
obj/x.txt	file	ignore	.gitignore	55	[Oo]bj/
out/x.txt	file	ignore	.gitignore	56	[Oo]ut/
logs/x.log	file	ignore	.gitignore	58	[Ll]ogs/
.vs/x.txt	file	ignore	.gitignore	61	.vs/
.pudding/context-tool-results/x.txt	file	ignore	.gitignore	23	.pudding
.tmp-build/x.txt	file	ignore	.gitignore	420	.tmp-build/
.pnpm-store/v11/x.txt	file	ignore	.gitignore	22	.pnpm-store
.tmp-test-out/x.txt	file	ignore	.gitignore	408	.tmp-*
.tmp/x.txt	file	ignore	.gitignore	121	*.tmp
.firecrawl/x.txt	file	ignore	.gitignore	403	.firecrawl/
temp/x.txt	file	ignore	.gitignore	21	temp/
tmp/x.txt	file	ignore	.gitignore	20	tmp/
publish/x.txt	file	ignore	.gitignore	211	publish/
artifacts/x.txt	file	ignore	.gitignore	94	artifacts/
pub/x.txt	file	ignore	.gitignore	417	pub/
memory/INDEX.md	file	ignore	.gitignore	433	/memory/
agents/x/y.md	file	ignore	.gitignore	432	/agents/
data/x.json	file	ignore	.gitignore	12	data
external/github.hyfree.GM/x.cs	file	ignore	.gitignore	409	/external/
Source/PuddingPlatform/Data/x.json	file	keep	.gitignore	14	!Source/PuddingPlatform/Data/**
Source/PuddingMemoryEngine/Data/x.json	file	keep	.gitignore	16	!Source/PuddingMemoryEngine/Data/**
Source/PuddingPlatformAdmin/$outputWwwroot/x.js	file	ignore	.gitignore	17	Source/PuddingPlatformAdmin/$outputWwwroot/
Source/PuddingPlatformAdmin/$null	file	ignore	.gitignore	18	Source/PuddingPlatformAdmin/$null
Resources/x.dict	file	ignore	.gitignore	399	Resources/
node_modules/pkg/x.js	file	ignore	.gitignore	317	node_modules/
packages/build/x.targets	file	keep	-	0	-
Source/PuddingRuntime/build1.txt	file	ignore	.gitignore	33	Source/PuddingRuntime/build[0-9]*.txt
build_output1.txt	file	ignore	.gitignore	19	build_output*.txt
x.pdb	file	ignore	.gitignore	112	*.pdb
x.ilk	file	ignore	.gitignore	107	*.ilk
x.binlog	file	ignore	.gitignore	373	*.binlog
x.tmp	file	ignore	.gitignore	121	*.tmp
x.nupkg	file	ignore	.gitignore	227	*.nupkg
x.user	file	ignore	.gitignore	9	*.user
x.userprefs	file	ignore	.gitignore	37	*.userprefs
x.DotSettings.user	file	ignore	.gitignore	164	*.DotSettings.user
x.coverage	file	ignore	.gitignore	182	*.coverage
coverage.json	file	ignore	.gitignore	177	coverage*.json
.axoCover/settings.json	file	keep	.gitignore	174	!.axoCover/settings.json
.axoCover/x.json	file	ignore	.gitignore	173	.axoCover/*
coverage/x.txt	file	keep	-	0	-
TestResults/x.trx	file	ignore	.gitignore	75	[Tt]est[Rr]esult*/
BenchmarkDotNet.Artifacts/x.md	file	ignore	.gitignore	89	BenchmarkDotNet.Artifacts/
PuddingAgent.zip	file	ignore	.gitignore	95	PuddingAgent.zip
x.hot-update.js	file	ignore	.gitignore	65	*.hot-update.*
umi.123.js	file	ignore	.gitignore	66	umi.*
x-async.js	file	ignore	.gitignore	69	*-async.*
vendors-async.1.js	file	ignore	.gitignore	69	*-async.*
.env	file	ignore	.gitignore	396	.env
.pudding-claim	file	ignore	.gitignore	404	.pudding-claim
checkpoint.json	file	ignore	.gitignore	424	/checkpoint.json
me.png	file	ignore	.gitignore	425	/me.png
x.db-shm	file	ignore	.gitignore	428	*.db-shm
x.db-wal	file	ignore	.gitignore	429	*.db-wal
Source/PuddingPlatformAdmin/tsc_output.txt	file	ignore	.gitignore	34	Source/PuddingPlatformAdmin/tsc_output.txt
vacuum_db.py	file	ignore	.gitignore	28	/vacuum_db.py
.codex-out/x.txt	file	ignore	.gitignore	400	/.codex-out
Source/PuddingCodeIndex/Services/IndexExcludePatterns.cs	file	keep	-	0	-
Docs/Features/ADR-089.md	file	keep	-	0	-
skills/x/SKILL.md	file	keep	-	0	-
Tools/x/x.txt	file	keep	-	0	-
src/main.ts	file	keep	-	0	-
Source/PuddingPlatformAdmin/wwwroot/index.html	file	ignore	.gitignore	63	wwwroot/
Source/PuddingPlatformAdmin/package.json	file	keep	-	0	-
Source/PuddingPlatformAdmin/node_modules/x.js	file	ignore	Source/PuddingPlatformAdmin/.gitignore	4	**/node_modules
Tests/PuddingDesktop.Tests/x.cs	file	keep	-	0	-
Source/PuddingPlatformAdmin/src/main.ts	file	keep	-	0	-
build_out/x.txt	file	keep	-	0	-
bin	dir	ignore	.gitignore	54	[Bb]in/
obj	dir	ignore	.gitignore	55	[Oo]bj/
out	dir	ignore	.gitignore	56	[Oo]ut/
logs	dir	ignore	.gitignore	58	[Ll]ogs/
.vs	dir	ignore	.gitignore	61	.vs/
.pudding	dir	ignore	.gitignore	23	.pudding
.tmp-build	dir	ignore	.gitignore	420	.tmp-build/
.pnpm-store	dir	ignore	.gitignore	22	.pnpm-store
.tmp-test-out	dir	ignore	.gitignore	408	.tmp-*
.tmp	dir	ignore	.gitignore	121	*.tmp
.firecrawl	dir	ignore	.gitignore	403	.firecrawl/
temp	dir	ignore	.gitignore	21	temp/
tmp	dir	ignore	.gitignore	20	tmp/
publish	dir	ignore	.gitignore	211	publish/
artifacts	dir	ignore	.gitignore	94	artifacts/
pub	dir	ignore	.gitignore	417	pub/
memory	dir	ignore	.gitignore	433	/memory/
agents	dir	ignore	.gitignore	432	/agents/
data	dir	ignore	.gitignore	12	data
external	dir	ignore	.gitignore	409	/external/
Resources	dir	ignore	.gitignore	399	Resources/
node_modules	dir	ignore	.gitignore	317	node_modules/
packages	dir	keep	-	0	-
coverage	dir	keep	-	0	-
TestResults	dir	ignore	.gitignore	75	[Tt]est[Rr]esult*/
BenchmarkDotNet.Artifacts	dir	ignore	.gitignore	89	BenchmarkDotNet.Artifacts/
.axoCover	dir	keep	-	0	-
.codex-out	dir	ignore	.gitignore	400	/.codex-out
Source	dir	keep	-	0	-
Source/PuddingPlatform/Data	dir	keep	.gitignore	13	!Source/PuddingPlatform/Data/
Source/PuddingMemoryEngine/Data	dir	keep	.gitignore	15	!Source/PuddingMemoryEngine/Data/
Source/PuddingPlatformAdmin	dir	keep	-	0	-
Source/PuddingPlatformAdmin/$outputWwwroot	dir	ignore	.gitignore	17	Source/PuddingPlatformAdmin/$outputWwwroot/
Source/PuddingCore	dir	keep	-	0	-
Source/PuddingCore/bin	dir	ignore	.gitignore	54	[Bb]in/
Source/PuddingCore/obj	dir	ignore	.gitignore	55	[Oo]bj/
Docs	dir	keep	-	0	-
skills	dir	keep	-	0	-
Tools	dir	keep	-	0	-
src	dir	keep	-	0	-
Tests	dir	keep	-	0	-
Tests/PuddingDesktop.Tests	dir	keep	-	0	-
build_out	dir	keep	-	0	-
